"chembl_id","who_name","level1","level2","level3","level4","level5","level1_description","level2_description","level3_description","level4_description"
"CHEMBL1354","sodium acetate","B","B05","B05X","B05XA","B05XA08","BLOOD AND BLOOD FORMING ORGANS","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","I.V. SOLUTION ADDITIVES","Electrolyte solutions"
"CHEMBL135400","zopiclone","N","N05","N05C","N05CF","N05CF01","NERVOUS SYSTEM","PSYCHOLEPTICS","HYPNOTICS AND SEDATIVES","Benzodiazepine related drugs"
"CHEMBL1355","sodium citrate","B","B05","B05C","B05CB","B05CB02","BLOOD AND BLOOD FORMING ORGANS","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","IRRIGATING SOLUTIONS","Salt solutions"
"CHEMBL1356","sodium benzoate","A","A16","A16A","A16AX","A16AX11","ALIMENTARY TRACT AND METABOLISM","OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS","OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS","Various alimentary tract and metabolism products"
"CHEMBL1358","fulvestrant","L","L02","L02B","L02BA","L02BA03","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ENDOCRINE THERAPY","HORMONE ANTAGONISTS AND RELATED AGENTS","Anti-estrogens"
"CHEMBL1359","ertapenem","J","J01","J01D","J01DH","J01DH03","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER BETA-LACTAM ANTIBACTERIALS","Carbapenems"
"CHEMBL1360","atracurium","M","M03","M03A","M03AC","M03AC04","MUSCULO-SKELETAL SYSTEM","MUSCLE RELAXANTS","MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS","Other quaternary ammonium compounds"
"CHEMBL1361347","clopamide","C","C03","C03B","C03BA","C03BA03","CARDIOVASCULAR SYSTEM","DIURETICS","LOW-CEILING DIURETICS, EXCL. THIAZIDES","Sulfonamides, plain"
"CHEMBL1364","pyridoxine (vit B6)","A","A11","A11H","A11HA","A11HA02","ALIMENTARY TRACT AND METABOLISM","VITAMINS","OTHER PLAIN VITAMIN PREPARATIONS","Other plain vitamin preparations"
"CHEMBL1366","auranofin","M","M01","M01C","M01CB","M01CB03","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","SPECIFIC ANTIRHEUMATIC AGENTS","Gold preparations"
"CHEMBL136737","nimustine","L","L01","L01A","L01AD","L01AD06","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","ALKYLATING AGENTS","Nitrosoureas"
"CHEMBL137","metronidazole","P","P01","P01A","P01AB","P01AB01","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ANTIPROTOZOALS","AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES","Nitroimidazole derivatives"
"CHEMBL137","metronidazole","J","J01","J01X","J01XD","J01XD01","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER ANTIBACTERIALS","Imidazole derivatives"
"CHEMBL137","metronidazole","G","G01","G01A","G01AF","G01AF01","GENITO URINARY SYSTEM AND SEX HORMONES","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","Imidazole derivatives"
"CHEMBL137","metronidazole, combinations","P","P01","P01A","P01AB","P01AB51","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ANTIPROTOZOALS","AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES","Nitroimidazole derivatives"
"CHEMBL137","metronidazole","D","D06","D06B","D06BX","D06BX01","DERMATOLOGICALS","ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE","CHEMOTHERAPEUTICS FOR TOPICAL USE","Other chemotherapeutics"
"CHEMBL137","metronidazole","A","A01","A01A","A01AB","A01AB17","ALIMENTARY TRACT AND METABOLISM","STOMATOLOGICAL PREPARATIONS","STOMATOLOGICAL PREPARATIONS","Antiinfectives and antiseptics for local oral treatment"
"CHEMBL1370","budesonide","R","R03","R03B","R03BA","R03BA02","RESPIRATORY SYSTEM","DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS","Glucocorticoids"
"CHEMBL1370","budesonide","A","A07","A07E","A07EA","A07EA06","ALIMENTARY TRACT AND METABOLISM","ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS","INTESTINAL ANTIINFLAMMATORY AGENTS","Corticosteroids acting locally"
"CHEMBL1370","budesonide","R","R01","R01A","R01AD","R01AD05","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Corticosteroids"
"CHEMBL1370","budesonide","D","D07","D07A","D07AC","D07AC09","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, potent (group III)"
"CHEMBL1370446","metizoline","R","R01","R01A","R01AA","R01AA10","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Sympathomimetics, plain"
"CHEMBL1370561","aminophylline","R","R03","R03D","R03DA","R03DA05","RESPIRATORY SYSTEM","DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","Xanthines"
"CHEMBL1370561","aminophylline, combinations","R","R03","R03D","R03DA","R03DA55","RESPIRATORY SYSTEM","DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","Xanthines"
"CHEMBL1371","chlorzoxazone, combinations with psycholeptics","M","M03","M03B","M03BB","M03BB73","MUSCULO-SKELETAL SYSTEM","MUSCLE RELAXANTS","MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS","Oxazol, thiazine, and triazine derivatives"
"CHEMBL1371","chlorzoxazone","M","M03","M03B","M03BB","M03BB03","MUSCULO-SKELETAL SYSTEM","MUSCLE RELAXANTS","MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS","Oxazol, thiazine, and triazine derivatives"
"CHEMBL1371","chlorzoxazone, combinations excl. psycholeptics","M","M03","M03B","M03BB","M03BB53","MUSCULO-SKELETAL SYSTEM","MUSCLE RELAXANTS","MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS","Oxazol, thiazine, and triazine derivatives"
"CHEMBL1371200","potassium canrenoate","C","C03","C03D","C03DA","C03DA02","CARDIOVASCULAR SYSTEM","DIURETICS","POTASSIUM-SPARING AGENTS","Aldosterone antagonists"
"CHEMBL1371770","piribedil","N","N04","N04B","N04BC","N04BC08","NERVOUS SYSTEM","ANTI-PARKINSON DRUGS","DOPAMINERGIC AGENTS","Dopamine agonists"
"CHEMBL1372950","nicergoline","C","C04","C04A","C04AE","C04AE02","CARDIOVASCULAR SYSTEM","PERIPHERAL VASODILATORS","PERIPHERAL VASODILATORS","Ergot alkaloids"
"CHEMBL1373","modafinil","N","N06","N06B","N06BA","N06BA07","NERVOUS SYSTEM","PSYCHOANALEPTICS","PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS","Centrally acting sympathomimetics"
"CHEMBL1373254","cyclopenthiazide","C","C03","C03A","C03AA","C03AA07","CARDIOVASCULAR SYSTEM","DIURETICS","LOW-CEILING DIURETICS, THIAZIDES","Thiazides, plain"
"CHEMBL1374360","mercuric chloride","D","D08","D08A","D08AK","D08AK03","DERMATOLOGICALS","ANTISEPTICS AND DISINFECTANTS","ANTISEPTICS AND DISINFECTANTS","Mercurial products"
"CHEMBL1374379","benzonatate","R","R05","R05D","R05DB","R05DB01","RESPIRATORY SYSTEM","COUGH AND COLD PREPARATIONS","COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS","Other cough suppressants"
"CHEMBL1377","proguanil","P","P01","P01B","P01BB","P01BB01","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ANTIPROTOZOALS","ANTIMALARIALS","Biguanides"
"CHEMBL1377","proguanil, combinations","P","P01","P01B","P01BB","P01BB51","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ANTIPROTOZOALS","ANTIMALARIALS","Biguanides"
"CHEMBL1378","thiethylperazine","R","R06","R06A","R06AD","R06AD03","RESPIRATORY SYSTEM","ANTIHISTAMINES FOR SYSTEMIC USE","ANTIHISTAMINES FOR SYSTEMIC USE","Phenothiazine derivatives"
"CHEMBL1378024","protionamide","J","J04","J04A","J04AD","J04AD01","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIMYCOBACTERIALS","DRUGS FOR TREATMENT OF TUBERCULOSIS","Thiocarbamide derivatives"
"CHEMBL1380","abacavir","J","J05","J05A","J05AF","J05AF06","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Nucleoside and nucleotide reverse transcriptase inhibitors"
"CHEMBL1382","tolterodine","G","G04","G04B","G04BD","G04BD07","GENITO URINARY SYSTEM AND SEX HORMONES","UROLOGICALS","UROLOGICALS","Drugs for urinary frequency and incontinence"
"CHEMBL1382627","silver sulfadiazine, combinations","D","D06","D06B","D06BA","D06BA51","DERMATOLOGICALS","ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE","CHEMOTHERAPEUTICS FOR TOPICAL USE","Sulfonamides"
"CHEMBL1382627","silver sulfadiazine","D","D06","D06B","D06BA","D06BA01","DERMATOLOGICALS","ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE","CHEMOTHERAPEUTICS FOR TOPICAL USE","Sulfonamides"
"CHEMBL13828","oxatomide","R","R06","R06A","R06AE","R06AE06","RESPIRATORY SYSTEM","ANTIHISTAMINES FOR SYSTEMIC USE","ANTIHISTAMINES FOR SYSTEMIC USE","Piperazine derivatives"
"CHEMBL1384","kanamycin","A","A07","A07A","A07AA","A07AA08","ALIMENTARY TRACT AND METABOLISM","ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS","INTESTINAL ANTIINFECTIVES","Antibiotics"
"CHEMBL1384","kanamycin","J","J01","J01G","J01GB","J01GB04","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","AMINOGLYCOSIDE ANTIBACTERIALS","Other aminoglycosides"
"CHEMBL1384","kanamycin","S","S01","S01A","S01AA","S01AA24","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIINFECTIVES","Antibiotics"
"CHEMBL1388","monobenzone","D","D11","D11A","D11AX","D11AX13","DERMATOLOGICALS","OTHER DERMATOLOGICAL PREPARATIONS","OTHER DERMATOLOGICAL PREPARATIONS","Other dermatologicals"
"CHEMBL1389","levonorgestrel","G","G03","G03A","G03AC","G03AC03","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE","Progestogens"
"CHEMBL1389","levonorgestrel","G","G03","G03A","G03AD","G03AD01","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE","Emergency contraceptives"
"CHEMBL139","diclofenac, combinations","M","M01","M01A","M01AB","M01AB55","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Acetic acid derivatives and related substances"
"CHEMBL139","diclofenac","D","D11","D11A","D11AX","D11AX18","DERMATOLOGICALS","OTHER DERMATOLOGICAL PREPARATIONS","OTHER DERMATOLOGICAL PREPARATIONS","Other dermatologicals"
"CHEMBL139","diclofenac","M","M01","M01A","M01AB","M01AB05","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Acetic acid derivatives and related substances"
"CHEMBL139","diclofenac","M","M02","M02A","M02AA","M02AA15","MUSCULO-SKELETAL SYSTEM","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","Antiinflammatory preparations, non-steroids for topical use"
"CHEMBL139","diclofenac","S","S01","S01B","S01BC","S01BC03","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIINFLAMMATORY AGENTS","Antiinflammatory agents, non-steroids"
"CHEMBL1393","spironolactone","C","C03","C03D","C03DA","C03DA01","CARDIOVASCULAR SYSTEM","DIURETICS","POTASSIUM-SPARING AGENTS","Aldosterone antagonists"
"CHEMBL139367","peramivir","J","J05","J05A","J05AH","J05AH03","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Neuraminidase inhibitors"
"CHEMBL1395","methyltestosterone","G","G03","G03E","G03EK","G03EK01","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION","Androgens and female sex hormones in combination with other drugs"
"CHEMBL1395","methyltestosterone","G","G03","G03B","G03BA","G03BA02","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","ANDROGENS","3-oxoandrosten (4) derivatives"
"CHEMBL1396","varenicline","N","N07","N07B","N07BA","N07BA03","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","DRUGS USED IN ADDICTIVE DISORDERS","Drugs used in nicotine dependence"
"CHEMBL1396177","benzathine phenoxymethylpenicillin","J","J01","J01C","J01CE","J01CE10","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","BETA-LACTAM ANTIBACTERIALS, PENICILLINS","Beta-lactamase sensitive penicillins"
"CHEMBL1397","posaconazole","J","J02","J02A","J02AC","J02AC04","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIMYCOTICS FOR SYSTEMIC USE","ANTIMYCOTICS FOR SYSTEMIC USE","Triazole derivatives"
"CHEMBL139835","cyproterone","G","G03","G03H","G03HA","G03HA01","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","ANTIANDROGENS","Antiandrogens, plain"
"CHEMBL1399","anastrozole","L","L02","L02B","L02BG","L02BG03","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ENDOCRINE THERAPY","HORMONE ANTAGONISTS AND RELATED AGENTS","Aromatase inhibitors"
"CHEMBL14","carbachol","N","N07","N07A","N07AB","N07AB01","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","PARASYMPATHOMIMETICS","Choline esters"
"CHEMBL14","carbachol","S","S01","S01E","S01EB","S01EB02","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIGLAUCOMA PREPARATIONS AND MIOTICS","Parasympathomimetics"
"CHEMBL1401","nitazoxanide","P","P01","P01A","P01AX","P01AX11","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ANTIPROTOZOALS","AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES","Other agents against amoebiasis and other protozoal diseases"
"CHEMBL14012","fenoxazoline","R","R01","R01A","R01AA","R01AA12","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Sympathomimetics, plain"
"CHEMBL1401508","silymarin","A","A05","A05B","A05BA","A05BA03","ALIMENTARY TRACT AND METABOLISM","BILE AND LIVER THERAPY","LIVER THERAPY, LIPOTROPICS","Liver therapy"
"CHEMBL1402684","oxyphenisatine","A","A06","A06A","A06AB","A06AB01","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR CONSTIPATION","DRUGS FOR CONSTIPATION","Contact laxatives"
"CHEMBL1404","ranolazine","C","C01","C01E","C01EB","C01EB18","CARDIOVASCULAR SYSTEM","CARDIAC THERAPY","OTHER CARDIAC PREPARATIONS","Other cardiac preparations"
"CHEMBL1405","estrone","G","G03","G03C","G03CA","G03CA07","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","ESTROGENS","Natural and semisynthetic estrogens, plain"
"CHEMBL1405","estrone","G","G03","G03C","G03CC","G03CC04","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","ESTROGENS","Estrogens, combinations with other drugs"
"CHEMBL14060","phenol","R","R02","R02A","R02AA","R02AA19","RESPIRATORY SYSTEM","THROAT PREPARATIONS","THROAT PREPARATIONS","Antiseptics"
"CHEMBL14060","phenol","C","C05","C05B","C05BB","C05BB05","CARDIOVASCULAR SYSTEM","VASOPROTECTIVES","ANTIVARICOSE THERAPY","Sclerosing agents for local injection"
"CHEMBL14060","phenol","D","D08","D08A","D08AE","D08AE03","DERMATOLOGICALS","ANTISEPTICS AND DISINFECTANTS","ANTISEPTICS AND DISINFECTANTS","Phenol and derivatives"
"CHEMBL14060","phenol","N","N01","N01B","N01BX","N01BX03","NERVOUS SYSTEM","ANESTHETICS","ANESTHETICS, LOCAL","Other local anesthetics"
"CHEMBL1407356","oxaceprol","D","D11","D11A","D11AX","D11AX09","DERMATOLOGICALS","OTHER DERMATOLOGICAL PREPARATIONS","OTHER DERMATOLOGICAL PREPARATIONS","Other dermatologicals"
"CHEMBL1407356","oxaceprol","M","M01","M01A","M01AX","M01AX24","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
"CHEMBL1408759","guaiazulen","S","S01","S01X","S01XA","S01XA01","SENSORY ORGANS","OPHTHALMOLOGICALS","OTHER OPHTHALMOLOGICALS","Other ophthalmologicals"
"CHEMBL141","lamivudine","J","J05","J05A","J05AF","J05AF05","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Nucleoside and nucleotide reverse transcriptase inhibitors"
"CHEMBL1410743","paraldehyde","N","N05","N05C","N05CC","N05CC05","NERVOUS SYSTEM","PSYCHOLEPTICS","HYPNOTICS AND SEDATIVES","Aldehydes and derivatives"
"CHEMBL1411979","methapyrilene","R","R06","R06A","R06AC","R06AC05","RESPIRATORY SYSTEM","ANTIHISTAMINES FOR SYSTEMIC USE","ANTIHISTAMINES FOR SYSTEMIC USE","Substituted ethylene diamines"
"CHEMBL1412","piperazine","P","P02","P02C","P02CB","P02CB01","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ANTHELMINTICS","ANTINEMATODAL AGENTS","Piperazine and derivatives"
"CHEMBL1412041","cathine","A","A08","A08A","A08AA","A08AA07","ALIMENTARY TRACT AND METABOLISM","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","Centrally acting antiobesity products"
"CHEMBL1413","ciclopirox","D","D01","D01A","D01AE","D01AE14","DERMATOLOGICALS","ANTIFUNGALS FOR DERMATOLOGICAL USE","ANTIFUNGALS FOR TOPICAL USE","Other antifungals for topical use"
"CHEMBL1413","ciclopirox","G","G01","G01A","G01AX","G01AX12","GENITO URINARY SYSTEM AND SEX HORMONES","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","Other antiinfectives and antiseptics"
"CHEMBL141305","cyclofenil","G","G03","G03G","G03GB","G03GB01","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","GONADOTROPINS AND OTHER OVULATION STIMULANTS","Ovulation stimulants, synthetic"
"CHEMBL1413176","nifenazone","N","N02","N02B","N02BB","N02BB05","NERVOUS SYSTEM","ANALGESICS","OTHER ANALGESICS AND ANTIPYRETICS","Pyrazolones"
"CHEMBL1413176","nifenazone","M","M02","M02A","M02AA","M02AA24","MUSCULO-SKELETAL SYSTEM","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","Antiinflammatory preparations, non-steroids for topical use"
"CHEMBL1413199","diphenadione","B","B01","B01A","B01AA","B01AA10","BLOOD AND BLOOD FORMING ORGANS","ANTITHROMBOTIC AGENTS","ANTITHROMBOTIC AGENTS","Vitamin K antagonists"
"CHEMBL1414320","suxibuzone","M","M02","M02A","M02AA","M02AA22","MUSCULO-SKELETAL SYSTEM","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","Antiinflammatory preparations, non-steroids for topical use"
"CHEMBL1418176","metandienone","D","D11","D11A","D11AE","D11AE01","DERMATOLOGICALS","OTHER DERMATOLOGICAL PREPARATIONS","OTHER DERMATOLOGICAL PREPARATIONS","Androgens for topical use"
"CHEMBL1418176","metandienone","A","A14","A14A","A14AA","A14AA03","ALIMENTARY TRACT AND METABOLISM","ANABOLIC AGENTS FOR SYSTEMIC USE","ANABOLIC STEROIDS","Androstan derivatives"
"CHEMBL1419","sibutramine","A","A08","A08A","A08AA","A08AA10","ALIMENTARY TRACT AND METABOLISM","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","Centrally acting antiobesity products"
"CHEMBL1420","pralidoxime","V","V03","V03A","V03AB","V03AB04","VARIOUS","ALL OTHER THERAPEUTIC PRODUCTS","ALL OTHER THERAPEUTIC PRODUCTS","Antidotes"
"CHEMBL1421","dasatinib","L","L01","L01X","L01XE","L01XE06","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","OTHER ANTINEOPLASTIC AGENTS","Protein kinase inhibitors"
"CHEMBL1422","sitagliptin","A","A10","A10B","A10BH","A10BH01","ALIMENTARY TRACT AND METABOLISM","DRUGS USED IN DIABETES","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","Dipeptidyl peptidase 4 (DPP-4) inhibitors"
"CHEMBL1423","pimozide","N","N05","N05A","N05AG","N05AG02","NERVOUS SYSTEM","PSYCHOLEPTICS","ANTIPSYCHOTICS","Diphenylbutylpiperidine derivatives"
"CHEMBL142438","nitrogen","V","V03","V03A","V03AN","V03AN04","VARIOUS","ALL OTHER THERAPEUTIC PRODUCTS","ALL OTHER THERAPEUTIC PRODUCTS","Medical gases"
"CHEMBL142703","vildagliptin","A","A10","A10B","A10BH","A10BH02","ALIMENTARY TRACT AND METABOLISM","DRUGS USED IN DIABETES","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","Dipeptidyl peptidase 4 (DPP-4) inhibitors"
"CHEMBL1428","nimodipine","C","C08","C08C","C08CA","C08CA06","CARDIOVASCULAR SYSTEM","CALCIUM CHANNEL BLOCKERS","SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS","Dihydropyridine derivatives"
"CHEMBL1429","desmopressin","H","H01","H01B","H01BA","H01BA02","SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS","PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES","POSTERIOR PITUITARY LOBE HORMONES","Vasopressin and analogues"
"CHEMBL1430","penicillamine","M","M01","M01C","M01CC","M01CC01","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","SPECIFIC ANTIRHEUMATIC AGENTS","Penicillamine and similar agents"
"CHEMBL1431","metformin","A","A10","A10B","A10BA","A10BA02","ALIMENTARY TRACT AND METABOLISM","DRUGS USED IN DIABETES","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","Biguanides"
"CHEMBL1433","doxycycline","A","A01","A01A","A01AB","A01AB22","ALIMENTARY TRACT AND METABOLISM","STOMATOLOGICAL PREPARATIONS","STOMATOLOGICAL PREPARATIONS","Antiinfectives and antiseptics for local oral treatment"
"CHEMBL1433","doxycycline","J","J01","J01A","J01AA","J01AA02","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","TETRACYCLINES","Tetracyclines"
"CHEMBL1434","minocycline","J","J01","J01A","J01AA","J01AA08","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","TETRACYCLINES","Tetracyclines"
"CHEMBL1434","minocycline","A","A01","A01A","A01AB","A01AB23","ALIMENTARY TRACT AND METABOLISM","STOMATOLOGICAL PREPARATIONS","STOMATOLOGICAL PREPARATIONS","Antiinfectives and antiseptics for local oral treatment"
"CHEMBL1435","cefazolin","J","J01","J01D","J01DB","J01DB04","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER BETA-LACTAM ANTIBACTERIALS","First-generation cephalosporins"
"CHEMBL1436","cefuroxime","J","J01","J01D","J01DC","J01DC02","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER BETA-LACTAM ANTIBACTERIALS","Second-generation cephalosporins"
"CHEMBL1436","cefuroxime","S","S01","S01A","S01AA","S01AA27","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIINFECTIVES","Antibiotics"
"CHEMBL1437","norepinephrine","C","C01","C01C","C01CA","C01CA03","CARDIOVASCULAR SYSTEM","CARDIAC THERAPY","CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES","Adrenergic and dopaminergic agents"
"CHEMBL14370","reboxetine","N","N06","N06A","N06AX","N06AX18","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Other antidepressants"
"CHEMBL14376","iloperidone","N","N05","N05A","N05AX","N05AX14","NERVOUS SYSTEM","PSYCHOLEPTICS","ANTIPSYCHOTICS","Other antipsychotics"
"CHEMBL1439973","chlorobutanol, combinations","A","A04","A04A","A04AD","A04AD54","ALIMENTARY TRACT AND METABOLISM","ANTIEMETICS AND ANTINAUSEANTS","ANTIEMETICS AND ANTINAUSEANTS","Other antiemetics"
"CHEMBL1439973","chlorobutanol","A","A04","A04A","A04AD","A04AD04","ALIMENTARY TRACT AND METABOLISM","ANTIEMETICS AND ANTINAUSEANTS","ANTIEMETICS AND ANTINAUSEANTS","Other antiemetics"
